"","sppocean","period","zone","npres","sumwtcpue","totalpres","totalwtcpue","proppres","propwtcpue","metgoal"
"1","actinauge verrilli_Pac","2006-2020",2,8,0.142337015942421,75,1.75590858727958,0.106666666666667,0.0810617460234326,TRUE
"2","actinauge verrilli_Pac","2021-2040",2,9,0.171580652172618,87,2.04671707145327,0.103448275862069,0.0838321302762123,TRUE
"3","actinauge verrilli_Pac","2041-2060",2,10,0.169849324306139,92,1.93918858446923,0.108695652173913,0.0875878321822052,TRUE
"4","actinauge verrilli_Pac","2061-2080",2,9,0.110219606692793,77,1.26762692656846,0.116883116883117,0.0869495625113956,TRUE
"5","actinauge verrilli_Pac","2081-2100",2,3,0.0278627161425151,44,0.564779917784801,0.0681818181818182,0.0493337586290234,FALSE
"6","aforia circinata_Pac","2006-2020",2,37,8.2623330146135,365,79.5281863703324,0.101369863013699,0.103891882761402,TRUE
"7","aforia circinata_Pac","2021-2040",2,34,6.25881829041197,305,53.2822007572612,0.111475409836066,0.117465461288384,TRUE
"8","aforia circinata_Pac","2041-2060",2,21,3.21005492309171,181,23.5123970319789,0.116022099447514,0.136526059794148,TRUE
"9","aforia circinata_Pac","2061-2080",2,13,1.06309500784133,66,5.25890638088576,0.196969696969697,0.202151346847569,TRUE
"10","aforia circinata_Pac","2081-2100",2,1,0.0532467474558771,5,0.388720479654328,0.2,0.136979527045313,TRUE
"11","ammodytes hexapterus_Pac","2006-2020",2,30,0.855886119312559,293,9.17400193648003,0.102389078498294,0.0932947393338957,TRUE
"12","ammodytes hexapterus_Pac","2021-2040",2,34,1.21778692788344,356,13.1644379382893,0.0955056179775281,0.0925058049262751,FALSE
"13","ammodytes hexapterus_Pac","2041-2060",2,48,1.97343889662159,453,20.5498641110306,0.105960264900662,0.0960317248794994,TRUE
"14","ammodytes hexapterus_Pac","2061-2080",2,54,2.96844655177647,500,29.7989102115173,0.108,0.0996159433585314,TRUE
"15","ammodytes hexapterus_Pac","2081-2100",2,58,3.63035438752674,527,35.4367783781544,0.110056925996205,0.102445948917431,TRUE
"16","anoplopoma fimbria_Pac","2006-2020",2,27,232.349625283244,262,2300.34007361179,0.103053435114504,0.101006641560798,TRUE
"17","anoplopoma fimbria_Pac","2006-2020",3,145,1236.2535157327,262,2300.34007361179,0.553435114503817,0.537422066378059,TRUE
"18","anoplopoma fimbria_Pac","2021-2040",2,39,360.510740294453,436,3791.31729588983,0.0894495412844037,0.0950885173038097,FALSE
"19","anoplopoma fimbria_Pac","2021-2040",3,242,2049.98400032973,436,3791.31729588983,0.555045871559633,0.540704942462114,TRUE
"20","anoplopoma fimbria_Pac","2041-2060",2,51,487.548342275084,502,4863.34691501134,0.101593625498008,0.100249550524599,TRUE
"21","anoplopoma fimbria_Pac","2041-2060",3,272,2583.05065707295,502,4863.34691501134,0.541832669322709,0.531126136426756,TRUE
"22","anoplopoma fimbria_Pac","2061-2080",2,54,528.359700321682,517,5217.27552877763,0.104448742746615,0.101271189801523,TRUE
"23","anoplopoma fimbria_Pac","2061-2080",3,264,2652.08053773976,517,5217.27552877763,0.51063829787234,0.508326716331411,TRUE
"24","anoplopoma fimbria_Pac","2081-2100",2,54,482.594419547765,503,4721.73465603481,0.107355864811133,0.102207018120123,TRUE
"25","anoplopoma fimbria_Pac","2081-2100",3,234,2250.71107872873,503,4721.73465603481,0.465208747514911,0.476670385501675,FALSE
"26","argis dentata_Pac","2006-2020",2,39,17.9767562753392,369,139.149362827569,0.105691056910569,0.129190359984729,TRUE
"27","argis dentata_Pac","2021-2040",2,29,9.96164812594716,256,67.2166967037926,0.11328125,0.148201988708932,TRUE
"28","argis dentata_Pac","2041-2060",2,17,3.7757349891131,123,21.1893134114063,0.138211382113821,0.178190530094317,TRUE
"29","argis dentata_Pac","2061-2080",2,6,0.663237938682228,21,2.32814688939346,0.285714285714286,0.2848780468723,TRUE
"30","argis dentata_Pac","2081-2100",2,0,0,1,0.0735635075976718,0,0,FALSE
"31","argis lar_Pac","2006-2020",2,43,1.68263120441764,387,11.8976719793533,0.111111111111111,0.141425247505362,TRUE
"32","argis lar_Pac","2021-2040",2,26,0.794167659662373,236,4.88963952542849,0.110169491525424,0.1624184473175,TRUE
"33","argis lar_Pac","2041-2060",2,16,0.27354469440381,102,1.26979868357661,0.156862745098039,0.21542367143847,TRUE
"34","argis lar_Pac","2061-2080",2,2,0.0270412161068202,7,0.0785921691932986,0.285714285714286,0.344070107548653,TRUE
"35","argis lar_Pac","2081-2100",2,1,0.00666730901159815,1,0.00666730901159815,1,1,TRUE
"36","aspidophoroides bartoni_Pac","2006-2020",2,52,0.179848744013691,507,1.55654588559646,0.102564102564103,0.115543490030025,TRUE
"37","aspidophoroides bartoni_Pac","2021-2040",2,38,0.116931356840839,357,0.880411264333272,0.106442577030812,0.132814471574702,TRUE
"38","aspidophoroides bartoni_Pac","2041-2060",2,27,0.0528284192145349,202,0.326255943698469,0.133663366336634,0.161923239208049,TRUE
"39","aspidophoroides bartoni_Pac","2061-2080",2,12,0.0141060322233165,52,0.0546176619964392,0.230769230769231,0.258268693819889,TRUE
"40","aspidophoroides bartoni_Pac","2081-2100",2,2,0.00203063738303677,5,0.00470359683165219,0.4,0.431720118818833,TRUE
"41","bathyagonus nigripinnis_Pac","2006-2020",2,24,0.0155224295417859,200,0.137948555010965,0.12,0.112523321034803,TRUE
"42","bathyagonus nigripinnis_Pac","2021-2040",2,34,0.0301211157652471,357,0.296919653057956,0.0952380952380952,0.101445342048031,FALSE
"43","bathyagonus nigripinnis_Pac","2041-2060",2,47,0.0509671603023361,506,0.522888267506876,0.0928853754940712,0.0974723731043857,FALSE
"44","bathyagonus nigripinnis_Pac","2061-2080",2,54,0.0660038313548974,531,0.655930984207133,0.101694915254237,0.100626183156572,TRUE
"45","bathyagonus nigripinnis_Pac","2081-2100",2,53,0.0598458028302653,500,0.588764683934689,0.106,0.101646386855812,TRUE
"46","bathymaster signatus_Pac","2006-2020",2,46,120.149122382482,439,1215.33796096904,0.104783599088838,0.0988606677657651,TRUE
"47","bathymaster signatus_Pac","2021-2040",2,41,109.314714905159,389,986.813816990139,0.105398457583548,0.110775419864486,TRUE
"48","bathymaster signatus_Pac","2041-2060",2,30,71.7556422037838,278,557.465773153961,0.107913669064748,0.128717574529847,TRUE
"49","bathymaster signatus_Pac","2061-2080",2,19,30.1593153234664,144,182.81016333948,0.131944444444444,0.164976141219569,TRUE
"50","bathymaster signatus_Pac","2081-2100",2,10,9.4165182207616,41,35.1637450853707,0.24390243902439,0.267790538177891,TRUE
"51","berryteuthis magister_Pac","2006-2020",2,35,5.01902138699484,346,51.6891927583158,0.101156069364162,0.0971000148998724,TRUE
"52","berryteuthis magister_Pac","2021-2040",2,46,7.05988623891198,467,73.3712154470528,0.0985010706638116,0.096221470448539,FALSE
"53","berryteuthis magister_Pac","2041-2060",2,49,7.94769542112086,473,80.0549783706832,0.103594080338266,0.0992779660038154,TRUE
"54","berryteuthis magister_Pac","2061-2080",2,44,6.97023079755523,436,70.8097069001179,0.100917431192661,0.0984360916418879,TRUE
"55","berryteuthis magister_Pac","2081-2100",2,39,5.36302059779369,362,52.6789675789794,0.107734806629834,0.10180572711022,TRUE
"56","boltenia ovifera_Pac","2006-2020",2,50,91111.9723591802,463,797780.256130483,0.107991360691145,0.114206852900955,TRUE
"57","boltenia ovifera_Pac","2021-2040",2,37,54404.4301055176,335,452057.849235516,0.11044776119403,0.120348380627661,TRUE
"58","boltenia ovifera_Pac","2041-2060",2,26,24573.9481091471,221,191977.755154606,0.117647058823529,0.128004143445458,TRUE
"59","boltenia ovifera_Pac","2061-2080",2,12,5957.70625501007,107,47215.4286560004,0.11214953271028,0.12618134420459,TRUE
"60","boltenia ovifera_Pac","2081-2100",2,2,770.260115769789,7,2568.74928750461,0.285714285714286,0.299858035782873,TRUE
"61","boreogadus saida_Pac","2006-2020",2,14,40214.7024586412,102,330547.679047322,0.137254901960784,0.121660822349577,TRUE
"62","boreogadus saida_Pac","2021-2040",2,9,24606.7344570705,75,210292.248105396,0.12,0.117012085223122,TRUE
"63","boreogadus saida_Pac","2041-2060",2,6,14040.6650925586,54,121162.739908524,0.111111111111111,0.115882697132461,TRUE
"64","boreogadus saida_Pac","2061-2080",2,5,3957.67162245631,30,34010.8042279769,0.166666666666667,0.116365129031579,TRUE
"65","boreogadus saida_Pac","2081-2100",2,1,508.180027026526,5,5665.7791157805,0.2,0.0896928765915224,TRUE
"66","buccinum angulosum_Pac","2006-2020",2,29,9569.52849991303,244,92767.5346632544,0.118852459016393,0.103156007483117,TRUE
"67","buccinum angulosum_Pac","2021-2040",2,20,9824.08120892841,189,92013.8809801959,0.105820105820106,0.106767382315314,TRUE
"68","buccinum angulosum_Pac","2041-2060",2,13,7986.86844742766,139,72202.1279463506,0.0935251798561151,0.110618186396975,FALSE
"69","buccinum angulosum_Pac","2061-2080",2,11,3898.85634129906,99,33319.2373900795,0.111111111111111,0.117015173416301,TRUE
"70","buccinum angulosum_Pac","2081-2100",2,6,1356.6808185842,65,12664.9589773365,0.0923076923076923,0.107120822184418,FALSE
"71","buccinum plectrum_Pac","2006-2020",2,37,87.3672234381225,333,818.42602293436,0.111111111111111,0.106750299953658,TRUE
"72","buccinum plectrum_Pac","2021-2040",2,27,61.0303610570923,244,520.464411857003,0.110655737704918,0.117261352873941,TRUE
