"","grid","area_wdpa","prop_wdpa","lat","lon","region"
"1",1,0.0212708759015095,0.340334014424152,25.875,-97.125,"SEFSC_GOMex"
"2",2,0.00260111197297537,0.041617791567606,25.875,-96.875,"SEFSC_GOMex"
"3",3,0.0150815076627043,0.241304122603269,26.125,-97.125,"SEFSC_GOMex"
"4",4,0.0603584274835689,0.965734839737102,26.125,-96.875,"SEFSC_GOMex"
"5",5,0.061159875,0.978558,26.125,-96.625,"SEFSC_GOMex"
"6",6,0.0287770988872856,0.46043358219657,26.125,-96.375,"SEFSC_GOMex"
"7",7,0.0135568320922083,0.216909313475333,26.375,-97.125,"SEFSC_GOMex"
"8",8,0.0625,1,26.375,-96.875,"SEFSC_GOMex"
"9",9,0.0625,1,26.375,-96.625,"SEFSC_GOMex"
"10",10,0.0300442546201338,0.480708073922141,26.375,-96.375,"SEFSC_GOMex"
"11",11,0.0314670074916985,0.503472119867175,26.625,-97.375,"SEFSC_GOMex"
"12",12,0.0299171037156643,0.478673659450628,26.625,-97.125,"SEFSC_GOMex"
"13",13,0.0625,1,26.625,-96.875,"SEFSC_GOMex"
"14",14,0.050983559874663,0.815736957994607,26.625,-96.625,"SEFSC_GOMex"
"15",15,0.00188690448992341,0.0301904718387745,26.625,-96.375,"SEFSC_GOMex"
"16",16,0.0306047351299373,0.489675762078997,26.875,-97.375,"SEFSC_GOMex"
"17",17,0.0480607846662108,0.768972554659373,26.875,-97.125,"SEFSC_GOMex"
"18",18,0.0625,1,26.875,-96.875,"SEFSC_GOMex"
"19",19,0.0287434300521057,0.459894880833691,26.875,-96.625,"SEFSC_GOMex"
"20",20,0.0202643036826632,0.32422885892261,27.125,-97.375,"SEFSC_GOMex"
"21",21,0.0507149154341264,0.811438646946022,27.125,-97.125,"SEFSC_GOMex"
"22",22,0.0625,1,27.125,-96.875,"SEFSC_GOMex"
"23",23,0.0415798874999993,0.665278199999989,27.125,-96.625,"SEFSC_GOMex"
"24",24,0.0195356633080893,0.312570612929428,27.375,-97.375,"SEFSC_GOMex"
"25",25,0.0336261923060008,0.538019076896012,27.375,-97.125,"SEFSC_GOMex"
"26",26,0.0625,1,27.375,-96.875,"SEFSC_GOMex"
"27",27,0.0622159551733185,0.995455282773095,27.375,-96.625,"SEFSC_GOMex"
"28",28,0.0125236719214256,0.20037875074281,27.375,-96.375,"SEFSC_GOMex"
"29",29,0.0119451209813168,0.19112193570107,27.625,-97.125,"SEFSC_GOMex"
"30",30,0.0574838452524521,0.919741524039234,27.625,-96.875,"SEFSC_GOMex"
"31",31,0.0625,1,27.625,-96.625,"SEFSC_GOMex"
"32",32,0.056904338210816,0.910469411373055,27.625,-96.375,"SEFSC_GOMex"
"33",33,0.0226718989853509,0.362750383765614,27.625,-96.125,"SEFSC_GOMex"
"34",34,0.00131956705025479,0.0211130728040766,27.625,-95.875,"SEFSC_GOMex"
"35",35,0,0,27.625,-95.625,"SEFSC_GOMex"
"36",36,0.00771758415108552,0.123481346417368,27.875,-97.125,"SEFSC_GOMex"
"37",37,0.0176955857575117,0.283129372120187,27.875,-96.875,"SEFSC_GOMex"
"38",38,0.0603330278082584,0.965328444932135,27.875,-96.625,"SEFSC_GOMex"
"39",39,0.0625,1,27.875,-96.375,"SEFSC_GOMex"
"40",40,0.0625,1,27.875,-96.125,"SEFSC_GOMex"
"41",41,0.0599370858127111,0.958993373003377,27.875,-95.875,"SEFSC_GOMex"
"42",42,0.0461356737499998,0.738170779999997,27.875,-95.625,"SEFSC_GOMex"
"43",43,0.0310146950000001,0.496235120000001,27.875,-95.375,"SEFSC_GOMex"
"44",44,0.0158937153830636,0.254299446129017,27.875,-95.125,"SEFSC_GOMex"
"45",45,0.00692906249999981,0.110864999999997,27.875,-94.875,"SEFSC_GOMex"
"46",46,0.00412072625000004,0.0659316200000006,27.875,-94.625,"SEFSC_GOMex"
"47",47,0.00131388987446327,0.0210222379914123,27.875,-94.375,"SEFSC_GOMex"
"48",48,2.96821374817405e-05,0.000474914199707849,27.875,-94.125,"SEFSC_GOMex"
"49",49,0.00377094660232003,0.0603351456371206,27.875,-93.875,"SEFSC_GOMex"
"50",50,0.00311032829501872,0.0497652527202995,27.875,-93.625,"SEFSC_GOMex"
"51",51,0,0,27.875,-93.375,"SEFSC_GOMex"
"52",52,0,0,27.875,-93.125,"SEFSC_GOMex"
"53",53,0,0,27.875,-92.625,"SEFSC_GOMex"
"54",54,0.0317770530927228,0.508432849483565,28.125,-96.875,"SEFSC_GOMex"
"55",55,0.0112486091822639,0.179977746916223,28.125,-96.625,"SEFSC_GOMex"
"56",56,0.0457325372849669,0.731720596559471,28.125,-96.375,"SEFSC_GOMex"
"57",57,0.0625,1,28.125,-96.125,"SEFSC_GOMex"
"58",58,0.0625,1,28.125,-95.875,"SEFSC_GOMex"
"59",59,0.0625,1,28.125,-95.625,"SEFSC_GOMex"
"60",60,0.0625,1,28.125,-95.375,"SEFSC_GOMex"
"61",61,0.0625,1,28.125,-95.125,"SEFSC_GOMex"
"62",62,0.0625,1,28.125,-94.875,"SEFSC_GOMex"
"63",63,0.0625,1,28.125,-94.625,"SEFSC_GOMex"
"64",64,0.0624985003446367,0.999976005514187,28.125,-94.375,"SEFSC_GOMex"
"65",65,0.0610040550000002,0.976064880000003,28.125,-94.125,"SEFSC_GOMex"
"66",66,0.0581957200000001,0.931131520000001,28.125,-93.875,"SEFSC_GOMex"
"67",67,0.055387385,0.886198159999999,28.125,-93.625,"SEFSC_GOMex"
"68",68,0.0525790487499997,0.841264779999996,28.125,-93.375,"SEFSC_GOMex"
"69",69,0.0497707125,0.7963314,28.125,-93.125,"SEFSC_GOMex"
"70",70,0.0469623775000003,0.751398040000005,28.125,-92.875,"SEFSC_GOMex"
"71",71,0.0441540425000002,0.706464680000003,28.125,-92.625,"SEFSC_GOMex"
"72",72,0.0413457075000001,0.661531320000002,28.125,-92.375,"SEFSC_GOMex"
"73",73,0.0385373725,0.61659796,28.125,-92.125,"SEFSC_GOMex"
"74",74,0.0357290362499998,0.571664579999997,28.125,-91.875,"SEFSC_GOMex"
"75",75,0.0329207,0.5267312,28.125,-91.625,"SEFSC_GOMex"
"76",76,0.0301123650000004,0.481797840000006,28.125,-91.375,"SEFSC_GOMex"
"77",77,0.0273040300000003,0.436864480000004,28.125,-91.125,"SEFSC_GOMex"
"78",78,0.0244956950000002,0.391931120000002,28.125,-90.875,"SEFSC_GOMex"
"79",79,0.0216272323999504,0.346035718399206,28.125,-90.625,"SEFSC_GOMex"
"80",80,0.00670163880832954,0.107226220933273,28.125,-90.375,"SEFSC_GOMex"
"81",81,0,0,28.125,-90.125,"SEFSC_GOMex"
"82",82,0.000225577636671093,0.00360924218673749,28.375,-96.375,"SEFSC_GOMex"
"83",83,0.0276854493917091,0.442967190267345,28.375,-96.125,"SEFSC_GOMex"
"84",84,0.054929957609993,0.878879321759887,28.375,-95.875,"SEFSC_GOMex"
"85",85,0.0625,1,28.375,-95.625,"SEFSC_GOMex"
"86",86,0.0625,1,28.375,-95.375,"SEFSC_GOMex"
"87",87,0.0625,1,28.375,-95.125,"SEFSC_GOMex"
"88",88,0.0625,1,28.375,-94.875,"SEFSC_GOMex"
"89",89,0.0625,1,28.375,-94.625,"SEFSC_GOMex"
"90",90,0.0625,1,28.375,-94.375,"SEFSC_GOMex"
"91",91,0.0625,1,28.375,-94.125,"SEFSC_GOMex"
"92",92,0.0625,1,28.375,-93.875,"SEFSC_GOMex"
"93",93,0.0625,1,28.375,-93.625,"SEFSC_GOMex"
"94",94,0.0625,1,28.375,-93.375,"SEFSC_GOMex"
"95",95,0.0625,1,28.375,-93.125,"SEFSC_GOMex"
"96",96,0.0625,1,28.375,-92.875,"SEFSC_GOMex"
"97",97,0.0625,1,28.375,-92.625,"SEFSC_GOMex"
"98",98,0.0625,1,28.375,-92.375,"SEFSC_GOMex"
"99",99,0.0625,1,28.375,-92.125,"SEFSC_GOMex"
"100",100,0.0625,1,28.375,-91.875,"SEFSC_GOMex"
"101",101,0.0625,1,28.375,-91.625,"SEFSC_GOMex"
"102",102,0.0625,1,28.375,-91.375,"SEFSC_GOMex"
