"","latgrid","longrid","id","dummycost","solution_1_conservation","solution_1_fishery","solution_1_energy"
"1",24.375,-83.375,1,0.01,0,0,0
"2",24.375,-83.125,2,0.01,0,0,0
"3",24.375,-82.875,3,0.01,0,0,0
"4",24.375,-82.625,4,0.01,0,0,0
"5",24.375,-82.375,5,0.01,0,0,0
"6",24.375,-82.125,6,0.01,0,0,0
"7",24.375,-81.875,7,0.01,1,0,0
"8",24.375,-81.625,8,0.01,0,0,0
"9",24.375,-81.375,9,0.01,0,0,0
"10",24.375,-81.125,10,0.01,1,0,0
"11",24.375,-80.875,11,0.01,0,0,0
"12",24.375,-80.625,12,0.01,0,0,0
"13",24.625,-83.875,13,0.01,0,0,0
"14",24.625,-83.625,14,0.01,0,0,0
"15",24.625,-83.375,15,0.01,0,0,0
"16",24.625,-83.125,16,0.01,0,1,0
"17",24.625,-82.875,17,0.01,0,1,0
"18",24.625,-82.625,18,0.01,0,1,0
"19",24.625,-82.375,19,0.01,0,1,0
"20",24.625,-82.125,20,0.01,0,1,0
"21",24.625,-81.875,21,0.01,0,1,0
"22",24.625,-81.625,22,0.01,0,1,0
"23",24.625,-81.375,23,0.01,0,0,0
"24",24.625,-81.125,24,0.01,0,0,0
"25",24.625,-80.875,25,0.01,0,0,0
"26",24.625,-80.625,26,0.01,0,0,0
"27",24.875,-84.125,27,0.01,0,0,0
"28",24.875,-83.875,28,0.01,0,1,0
"29",24.875,-83.625,29,0.01,0,0,0
"30",24.875,-83.375,30,0.01,0,1,0
"31",24.875,-83.125,31,0.01,0,1,0
"32",24.875,-82.875,32,0.01,0,1,0
"33",24.875,-82.625,33,0.01,0,0,0
"34",24.875,-82.375,34,0.01,0,1,0
"35",24.875,-82.125,35,0.01,1,0,0
"36",24.875,-81.875,36,0.01,0,1,0
"37",24.875,-81.625,37,0.01,0,1,0
"38",24.875,-81.375,38,0.01,0,1,0
"39",24.875,-81.125,39,0.01,0,1,0
"40",24.875,-80.875,40,0.01,0,0,0
"41",24.875,-80.625,41,0.01,0,0,0
"42",25.125,-84.375,42,0.01,0,0,0
"43",25.125,-84.125,43,0.01,0,0,0
"44",25.125,-83.875,44,0.01,0,0,0
"45",25.125,-83.625,45,0.01,0,0,0
"46",25.125,-83.375,46,0.01,0,0,0
"47",25.125,-83.125,47,0.01,0,0,0
"48",25.125,-82.875,48,0.01,0,1,0
"49",25.125,-82.625,49,0.01,0,1,0
"50",25.125,-82.375,50,0.01,0,1,0
"51",25.125,-82.125,51,0.01,0,1,0
"52",25.125,-81.875,52,0.01,0,1,0
"53",25.125,-81.625,53,0.01,0,1,0
"54",25.125,-81.375,54,0.01,0,1,0
"55",25.125,-81.125,55,0.01,0,0,0
"56",25.125,-80.875,56,0.01,0,0,0
"57",25.125,-80.625,57,0.01,0,0,0
"58",25.375,-96.625,58,0.01,0,0,0
"59",25.375,-96.375,59,0.01,0,0,0
"60",25.375,-84.375,60,0.01,0,0,0
"61",25.375,-84.125,61,0.01,0,1,0
"62",25.375,-83.875,62,0.01,1,0,0
"63",25.375,-83.625,63,0.01,0,0,0
"64",25.375,-83.375,64,0.01,0,0,0
"65",25.375,-83.125,65,0.01,0,0,0
"66",25.375,-82.875,66,0.01,0,1,0
"67",25.375,-82.625,67,0.01,0,1,0
"68",25.375,-82.375,68,0.01,0,1,0
"69",25.375,-82.125,69,0.01,1,0,0
"70",25.375,-81.875,70,0.01,0,1,0
"71",25.375,-81.625,71,0.01,0,1,0
"72",25.375,-81.375,72,0.01,0,1,0
"73",25.375,-81.125,73,0.01,0,0,0
"74",25.375,-80.875,74,0.01,0,0,0
"75",25.625,-97.125,75,0.01,0,0,0
"76",25.625,-96.875,76,0.01,0,0,0
"77",25.625,-96.625,77,0.01,0,1,0
"78",25.625,-96.375,78,0.01,0,0,0
"79",25.625,-84.625,79,0.01,0,0,0
"80",25.625,-84.375,80,0.01,0,0,0
"81",25.625,-84.125,81,0.01,0,1,0
"82",25.625,-83.875,82,0.01,0,0,0
"83",25.625,-83.625,83,0.01,0,0,0
"84",25.625,-83.375,84,0.01,0,0,0
"85",25.625,-83.125,85,0.01,0,0,0
"86",25.625,-82.875,86,0.01,0,1,0
"87",25.625,-82.625,87,0.01,0,1,0
"88",25.625,-82.375,88,0.01,0,1,0
"89",25.625,-82.125,89,0.01,0,1,0
"90",25.625,-81.875,90,0.01,0,1,0
"91",25.625,-81.625,91,0.01,0,1,0
"92",25.625,-81.375,92,0.01,1,0,0
"93",25.875,-97.125,93,0.01,0,0,0
"94",25.875,-96.875,94,0.01,0,1,0
"95",25.875,-96.625,95,0.01,0,1,0
"96",25.875,-96.375,96,0.01,0,0,1
"97",25.875,-84.625,97,0.01,0,0,0
"98",25.875,-84.375,98,0.01,0,1,0
"99",25.875,-84.125,99,0.01,0,1,0
"100",25.875,-83.875,100,0.01,0,1,0
"101",25.875,-83.625,101,0.01,0,1,0
"102",25.875,-83.375,102,0.01,0,1,0
"103",25.875,-83.125,103,0.01,0,0,0
"104",25.875,-82.875,104,0.01,0,1,0
"105",25.875,-82.625,105,0.01,0,1,0
"106",25.875,-82.375,106,0.01,0,1,0
"107",25.875,-82.125,107,0.01,0,1,0
